img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9993_246262593.jpeg,1041,939,275.0,46.0,1018.0,909.0,anopheles
../gbif-cropped/culex/2142.jpg,434,434,0.0,0.0,434.0,434.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/japonicus/0.9990_145998640.jpg,405,567,13.0,7.0,385.0,555.0,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9988_103603404.jpeg,530,1076,15.0,27.0,516.0,1054.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9992_152960890.jpeg,1359,1687,38.0,2.0,1315.0,1585.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9997_240088333.jpeg,995,1390,68.0,132.0,945.0,1386.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9987_243442158.jpg,361,419,31.0,27.0,288.0,342.0,aegypti
../gbif-cropped/culiseta/243.jpg,132,132,0.0,0.0,132.0,132.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9994_28882891.jpeg,835,725,16.0,12.0,835.0,700.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9992_195317656.jpeg,1036,921,108.0,44.0,1006.0,883.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9983_78871460.jpg,1238,1822,88.0,31.0,1088.0,1753.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9975_236040162.jpg,1455,1137,58.0,21.0,1366.0,1090.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9985_6437923.jpg,1232,1205,90.0,38.0,1129.0,1154.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9995_199062743.jpeg,846,598,0.0,50.0,802.0,575.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9971_190869927.jpg,234,172,1.0,7.0,214.0,148.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9991_259359702.jpeg,719,1174,11.0,34.0,699.0,1174.0,culex
../gbif-cropped/culex/2018.jpg,394,394,0.0,0.0,394.0,394.0,culex
../data_round_2/final/train_02419.jpeg,3456,4608,543.8511352539062,1027.556396484375,1213.2548828125,1771.473876953125,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9976_216141856.jpg,999,1069,47.0,23.0,974.0,1069.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9979_5134082.jpg,633,596,249.0,92.0,625.0,572.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9984_253842312.jpeg,784,1040,0.0,0.0,1040.0,784.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9988_191679116.jpeg,483,568,21.0,0.0,463.0,548.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9964_30036979.jpeg,686,862,0.0,7.0,652.0,850.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9991_277843294.jpeg,446,448,0.0,0.0,426.0,444.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9951_166063373.jpg,384,304,16.0,31.0,331.0,287.0,aegypti
../gbif-cropped/culex/961.jpg,382,382,0.0,0.0,382.0,382.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9994_230591397.jpg,971,949,5.0,36.0,930.0,889.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9692_11085310.jpeg,1431,1021,0.0,0.0,1021.0,1431.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9900_1986554.jpg,493,642,0.0,0.0,642.0,493.0,anopheles
../gbif-cropped/culex/2047.jpg,356,356,0.0,0.0,356.0,356.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9990_36674975.jpeg,350,469,18.0,5.0,322.0,451.0,albopictus
../data_round_2/final/train_09077.jpeg,768,1024,360.3483581542969,442.9439392089844,461.4286193847656,524.5255737304688,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9984_94592802.jpeg,1039,857,95.0,20.0,879.0,784.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9974_104579574.jpg,422,562,42.0,5.0,405.0,538.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/japonicus/0.9992_91278546.jpeg,556,378,125.0,24.0,535.0,325.0,japonicus/koreicus
../data_round_2/final/train_08041.jpeg,3024,4032,1011.2749633789062,1326.670654296875,2194.110107421875,2811.957763671875,culex
../data_round_2/final/train_08141.jpeg,1365,1024,283.0987243652344,285.8614196777344,1116.8323974609375,750.1841430664062,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9993_25375584.jpg,1171,1365,33.0,5.0,1129.0,1365.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9999_220769205.png,1010,794,516.0,581.0,593.0,669.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9995_242162331.jpg,1445,1173,53.0,31.0,1153.0,1127.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/japonicus/0.9987_282643820.jpg,589,890,22.0,16.0,562.0,873.0,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9980_168694176.jpeg,602,691,30.0,21.0,582.0,689.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9959_8587764.jpg,1404,1443,24.0,0.0,1366.0,1439.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9878_211675148.jpg,671,1021,96.0,31.0,623.0,762.0,albopictus
../data_round_2/final/train_00655.jpeg,3024,4032,1595.0653076171875,1822.5333251953125,2124.54052734375,2511.616455078125,albopictus
../data_round_2/final/train_03113.jpeg,1479,1972,35.220001220703125,196.2784118652344,1374.22802734375,1593.697265625,culex
../data_round_2/final/train_08473.jpeg,1024,1365,232.24986267089844,495.20849609375,621.8283081054688,830.1881713867188,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9986_176195268.jpg,432,578,91.0,98.0,397.0,561.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9990_105514524.jpg,605,448,15.0,20.0,582.0,432.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9799_4976998.jpg,1168,909,12.0,18.0,1158.0,734.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9982_5493509.jpeg,263,313,14.0,3.0,248.0,303.0,aegypti
../data_round_2/final/train_04166.jpeg,2576,1160,1115.7139892578125,294.3192749023437,1495.9945068359375,730.1915893554688,albopictus
../data_round_2/final/train_07100.jpeg,3024,4032,929.9342651367188,1556.62890625,1826.9808349609373,2544.92919921875,culiseta
../gbif-cropped/culiseta/176.jpg,758,758,0.0,0.0,758.0,758.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9996_194518748.jpg,808,936,26.0,6.0,770.0,936.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9165_227035293.jpeg,607,682,25.0,17.0,589.0,682.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9659_118215173.jpeg,1590,1182,3.0,24.0,1555.0,1165.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9989_241509722.jpg,1452,990,270.0,22.0,1401.0,768.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9097_273977375.jpeg,207,169,20.0,10.0,191.0,163.0,albopictus
../data_round_2/final/train_06825.jpeg,3264,2448,1283.4893798828125,1086.4766845703125,1545.73486328125,1329.7628173828125,albopictus
../gbif-cropped/culiseta/100.jpg,760,760,0.0,0.0,760.0,760.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9987_114675808.jpeg,327,317,15.0,13.0,321.0,302.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9952_117397156.jpg,594,439,13.0,26.0,476.0,414.0,culex
../gbif-cropped/albopictus/454.jpg,122,122,0.0,0.0,122.0,122.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9999_226689001.jpg,1235,1219,31.0,29.0,1213.0,1170.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9990_276024825.jpeg,398,443,51.0,18.0,333.0,388.0,aegypti
../gbif-cropped/culiseta/104.jpg,1590,1590,0.0,0.0,1590.0,1590.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9838_8317993.jpeg,699,1123,32.0,21.0,669.0,1111.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9995_11559290.jpg,1367,1180,106.0,26.0,1362.0,1129.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9973_155866765.jpg,1616,759,0.0,7.0,1551.0,759.0,albopictus
../gbif-cropped/culex/832.jpg,264,264,0.0,0.0,264.0,264.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9996_197037023.jpg,1314,940,40.0,32.0,1216.0,898.0,culiseta
../data_round_2/final/train_02047.jpeg,768,1024,160.1215362548828,270.5209350585937,660.8790893554688,760.7713012695312,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9981_177867677.jpg,473,431,16.0,16.0,455.0,409.0,culiseta
../data_round_2/final/train_05507.jpeg,3024,4032,1010.9956665039062,2181.245849609375,1483.1982421875,2671.748046875,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9981_92365965.jpeg,1093,765,0.0,8.0,1070.0,765.0,albopictus
../gbif-cropped/aegypti/137.jpg,602,602,0.0,0.0,602.0,602.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9953_133186376.jpeg,393,376,0.0,0.0,376.0,393.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9966_260294816.jpg,280,346,11.0,2.0,272.0,271.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9980_73178639.jpg,719,646,0.0,17.0,691.0,618.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9788_100200740.jpg,1094,649,0.0,0.0,649.0,1094.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/japonicus/0.9993_245178935.jpeg,1474,1149,47.0,11.0,1360.0,1098.0,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9990_14441284.jpg,523,344,12.0,9.0,516.0,330.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9944_4376832.jpeg,1081,1698,53.0,28.0,1038.0,1687.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9884_145953390.jpg,201,234,53.0,49.0,187.0,227.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9997_80308416.jpeg,1242,1528,33.0,17.0,1168.0,1520.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9967_43069272.jpeg,536,637,28.0,16.0,496.0,588.0,aegypti
../gbif-cropped/culex/1397.jpg,348,348,0.0,0.0,348.0,348.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/japonicus/0.9996_227855912.jpeg,436,381,7.0,20.0,430.0,362.0,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9980_172674983.jpeg,726,1160,33.0,22.0,633.0,1040.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/japonicus/0.9987_202393769.jpeg,1571,1286,46.0,63.0,1465.0,1232.0,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9989_15279681.jpeg,468,362,23.0,29.0,429.0,325.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9965_291896102.jpeg,814,880,131.0,124.0,698.0,662.0,aegypti
../gbif-cropped/culex/698.jpg,314,314,0.0,0.0,314.0,314.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9990_81665443.jpeg,946,1675,4.0,8.0,923.0,1576.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9916_82597546.jpg,878,587,175.0,24.0,867.0,562.0,culiseta
../data_round_2/final/train_09499.jpeg,3120,4160,1289.3935546875,1805.3717041015625,1626.1263427734375,2128.78466796875,albopictus
../data_round_2/final/train_08554.jpeg,2620,4656,1122.59033203125,1812.33837890625,1393.5379638671875,2086.0185546875,albopictus
../data_round_2/final/train_08983.jpeg,1272,1207,475.83111572265625,419.8707275390625,772.852294921875,760.4191284179688,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9660_143324441.jpeg,724,828,23.0,38.0,697.0,828.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9968_91194312.jpg,956,989,28.0,4.0,889.0,989.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9992_262253107.jpg,234,306,10.0,2.0,222.0,292.0,aegypti
../data_round_2/final/train_04856.jpeg,1920,1080,652.4472045898438,119.09942626953124,1492.557861328125,1039.76171875,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9934_293490702.jpg,187,375,21.0,4.0,172.0,308.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9971_70193847.jpg,234,303,15.0,6.0,222.0,242.0,aegypti
../data_round_2/final/train_03915.jpeg,3264,2448,1142.939208984375,854.666015625,1535.1536865234375,1226.2706298828125,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9987_90854476.jpeg,405,413,68.0,19.0,275.0,395.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9973_153188508.jpeg,363,277,68.0,37.0,255.0,256.0,culex
../data_round_2/final/train_01171.jpeg,2084,4624,185.8997802734375,1366.5677490234375,1626.6068115234375,3540.92431640625,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9961_240253401.jpeg,206,197,38.0,28.0,183.0,162.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9269_289634778.jpg,568,348,0.0,0.0,348.0,568.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9992_190976137.jpg,565,394,7.0,25.0,562.0,375.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9987_23613614.jpg,1230,970,45.0,86.0,1206.0,931.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9966_230110884.jpg,239,259,13.0,5.0,221.0,259.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9993_244712100.jpeg,969,989,5.0,25.0,865.0,946.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9988_48080886.jpeg,367,474,20.0,17.0,356.0,474.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9983_55053145.jpg,592,563,124.0,36.0,588.0,543.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9997_135819260.jpeg,935,958,29.0,19.0,923.0,940.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9998_66949578.jpeg,613,544,22.0,22.0,560.0,510.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9991_206147047.jpeg,742,900,42.0,5.0,675.0,880.0,anopheles
../data_round_2/final/train_04792.jpeg,1820,1024,686.7258911132812,48.6806526184082,1802.64453125,900.4229736328125,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9997_68672558.jpeg,1100,1068,33.0,27.0,1052.0,1059.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9992_106672323.jpeg,869,841,62.0,0.0,866.0,818.0,culiseta
../data_round_2/final/train_01642.jpeg,2448,3264,527.1591796875,1069.50439453125,2154.14453125,2315.06640625,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9566_93132406.jpeg,355,255,5.0,25.0,340.0,241.0,albopictus
../data_round_2/final/train_02282.jpeg,2988,5312,695.35888671875,1664.6636962890625,1510.2003173828125,2517.477294921875,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9970_298527893.jpg,1432,715,413.0,18.0,1343.0,694.0,anopheles
../data_round_2/final/train_07684.jpeg,1876,2059,645.1889038085938,642.8317260742188,1182.724609375,1342.7044677734375,culiseta
../data_round_2/final/train_03248.jpeg,3024,4032,960.79443359375,1784.120849609375,1628.1463623046875,2280.282958984375,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9891_179527417.jpeg,500,644,53.0,22.0,463.0,644.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9972_2964752.png,379,314,1.0,0.0,374.0,312.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9984_236858895.jpeg,255,390,32.0,72.0,223.0,381.0,anopheles
../data_round_2/final/train_05236.jpeg,2336,4160,828.1790771484375,1850.5634765625,1294.39404296875,2352.843994140625,anopheles
../data_round_2/final/train_02524.jpeg,1938,2112,740.1959838867188,1086.6640625,1108.0113525390625,1401.097412109375,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9899_155529579.jpg,1460,1287,47.0,55.0,1206.0,1247.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9992_241046324.jpg,1391,915,34.0,20.0,1336.0,770.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9982_34775697.jpeg,437,476,70.0,5.0,407.0,471.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/japonicus/0.9964_284346137.jpeg,1187,932,0.0,29.0,1172.0,831.0,japonicus/koreicus
../data_round_2/final/train_03660.jpeg,1242,2208,19.46909046173096,333.9976501464844,1172.7607421875,1668.5380859375,japonicus/koreicus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9968_268876775.jpg,235,251,17.0,7.0,218.0,251.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culex/0.9980_53233973.jpeg,707,674,78.0,17.0,707.0,663.0,culex
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9986_53674421.jpg,1146,938,1.0,40.0,1118.0,884.0,aegypti
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/albopictus/0.9985_161574848.jpeg,740,607,88.0,19.0,719.0,566.0,albopictus
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/anopheies/0.9984_90839075.jpeg,886,1026,31.0,8.0,872.0,1026.0,anopheles
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/culiseta/0.9986_258340066.jpeg,617,615,10.0,5.0,603.0,563.0,culiseta
../inaturalist-six-cropped/inaturalist/inaturalist_crawler_data_all_cleaned_sub/aegypti/0.9997_168189305.jpeg,278,214,3.0,13.0,266.0,203.0,aegypti
../data_round_2/final/train_02177.jpeg,2976,3968,785.469482421875,507.5996398925781,2971.0,3358.154296875,albopictus
../gbif-cropped/culiseta/303.jpg,334,334,0.0,0.0,334.0,334.0,culiseta
../gbif-cropped/culiseta/3.jpg,538,538,0.0,0.0,538.0,538.0,culiseta
